unique_words,words_a1,words_a2,words_b1,words_b2,avg_acc_7d,avg_acc_30d,avg_time_sec,words_day_7d,words_day_30d,streak,sessions_week,target_days_b2
864,465,272,0,0,0.9056250973223617,0.7877374556556918,11.0,41,29,51,15,122.65961055841967
117,117,0,0,0,0.78,0.89,6.6,39,23,128,8,151.0
4032,577,928,1550,977,0.8,0.83,13.6,35,34,21,18,0.0
560,514,0,0,0,0.7276712259265388,0.792565294764348,6.0,33,32,42,11,145.93892991377612
371,371,0,0,0,0.72,0.7,11.0,52,31,102,9,164.0
2896,462,1167,1267,0,0.7,0.83,10.4,10,14,97,16,78.0
4452,541,833,1668,1410,0.97,0.97,13.6,25,25,42,18,0.0
2059,412,832,585,0,0.7529916539534243,0.7677947352593452,3.0,8,9,121,7,222.56784173906794
2174,490,1226,418,0,0.7375046208714919,0.7825328226787233,11.0,25,20,129,14,122.46623489267927
4876,449,882,1857,1423,0.7571714107613985,0.7223379901649754,4.0,21,22,117,18,0.0
975,407,541,0,0,0.8948389399907436,0.8828575435349698,7.0,19,19,95,3,142.87727404145915
2050,373,917,530,0,0.9565029117786741,0.7677947352593452,7.0,31,20,9,18,118.7028489275029
869,504,325,0,0,0.865338755155884,0.8326951831068465,3.0,41,43,38,0,100.0140918290214
3527,430,1047,1754,296,0.8,0.86,4.4,39,24,71,8,21.0
2547,572,873,1102,0,0.88,0.93,5.9,21,15,148,1,70.0
852,400,423,0,0,0.8751721501008372,0.8527601272780958,12.0,16,17,9,12,235.74750216840758
3371,571,1168,1632,0,0.85,0.9,4.1,25,26,120,7,24.0
2698,466,878,1354,0,0.93,0.82,6.3,8,13,68,14,100.0
788,495,293,0,0,0.75,0.71,10.9,41,30,46,16,118.0
4045,477,1148,2033,252,0.7375046208714919,0.7825328226787233,3.0,28,22,146,10,13.26717544670692
955,472,448,0,0,0.9440059147155098,0.9631173202199671,8.0,2,13,91,7,195.9459758282868
3323,488,945,1890,0,0.85,0.82,10.0,46,42,108,2,16.0
1156,481,644,0,0,0.6391706714219597,0.8126302389355973,5.0,5,8,156,9,352.09042531645287
3521,427,1103,1659,0,0.9870296004524616,0.9672219392228114,10.0,48,32,53,7,14.837856115937862
1472,568,868,0,0,0.9636727046054162,0.9229874318774686,11.0,28,19,57,5,113.28126727572831
287,287,0,0,0,0.91,0.94,8.2,9,22,24,11,136.0
4642,470,819,1958,1395,0.79,0.71,3.7,43,40,10,2,0.0
1173,437,573,0,0,0.8343961570835242,0.7677947352593452,11.0,33,18,35,1,148.37856115937862
3878,529,1026,1553,429,0.7529916539534243,0.7578233750611718,7.0,54,39,150,17,9.891904077291908
910,475,435,0,0,1.0,0.88,3.2,50,40,6,4,91.0
497,456,0,0,0,0.7866715955962582,0.8025977668499726,5.0,10,18,72,2,254.11743740230946
3599,479,878,1987,255,0.7,0.71,13.2,58,35,32,16,14.0
2964,463,804,1415,0,0.7529916539534243,0.8675083372410782,6.0,59,34,63,12,35.610854678250874
4897,374,941,1674,1582,0.7529916539534243,0.8475656168447316,11.0,13,15,44,13,0.0
2496,465,1130,901,0,0.93,0.77,12.1,38,38,72,18,48.0
2742,479,840,1423,0,0.71,0.71,13.3,20,15,43,18,109.0
831,382,329,0,0,0.8750984086485741,0.7578233750611718,5.0,34,18,136,6,152.3353227902954
3700,443,1236,1718,192,0.6391706714219597,0.6922405739081013,4.0,5,20,107,14,30.616558723169817
82,82,0,0,0,0.97,0.95,13.1,22,15,55,8,199.0
1502,413,978,87,0,0.6195038815320533,0.7123055180793506,11.0,2,21,94,2,137.77451425426418
4418,495,901,1777,1024,0.6096704865871,0.7323704622506,6.0,46,41,101,5,0.0
3448,472,1080,1564,0,0.6308848992582744,0.7677947352593452,6.0,19,23,45,14,34.62166427052168
2099,497,783,580,0,0.6919382766058494,0.7079665740703053,7.0,18,17,139,20,132.55151463571158
907,361,419,0,0,0.6105337734757494,0.6979952138721319,8.0,45,31,148,3,107.8217544424818
4434,557,1008,1625,1244,0.67,0.81,5.9,9,23,28,11,0.0
1151,398,594,0,0,0.6715871508233244,0.7478520148629986,7.0,62,44,37,1,82.10280384152284
550,415,99,0,0,0.8948389399907436,0.9029224877062192,13.0,34,40,107,17,103.07574770133837
3242,447,870,1624,0,0.8242205941922618,0.9073937780337715,13.0,50,40,127,2,19.783808154583816
1777,520,925,98,0,0.6614115879320619,0.7378806546648252,6.0,16,24,134,17,95.95146954973151
1029,481,401,0,0,0.8852739715398367,0.7977088158538651,7.0,47,32,51,9,104.85418321929423
1232,449,612,0,0,0.8038694684097368,0.7478520148629986,4.0,0,7,0,6,545.0439146587842
1166,442,724,0,0,0.95,0.81,14.4,47,30,20,15,119.0
3762,506,1022,1594,304,0.6614115879320619,0.7378806546648252,6.0,2,15,59,6,38.57842590143844
1135,372,606,0,0,0.976854037561199,0.9073937780337715,5.0,27,26,155,15,108.810944850211
2223,469,1209,503,0,0.8063383854861645,0.7524354064218493,6.0,22,30,144,9,87.76746833975348
1361,431,930,0,0,0.66,0.64,4.3,17,15,59,14,224.0
550,381,85,0,0,0.9259762231048867,0.8974224178355983,14.0,40,35,103,19,99.90823118064827
1755,408,1037,83,0,0.7428160910621618,0.7478520148629986,12.0,10,14,121,2,174.0975117603376
1816,414,876,306,0,0.976854037561199,0.7977088158538651,7.0,48,38,120,18,48.470329978730355
3344,486,1126,1401,0,0.976854037561199,0.8375942566465583,10.0,29,29,80,13,26.708141008688152
1311,481,648,0,0,0.8343961570835242,0.8774796974392516,12.0,20,20,108,13,137.49746667435753
2540,471,853,1216,0,0.92,0.8,10.8,46,29,35,14,59.0
265,265,0,0,0,0.72,0.78,12.3,4,13,1,8,297.0
2471,419,951,1038,0,0.6588374613118663,0.8126302389355973,11.0,12,23,54,6,86.74691638231448
3941,521,1010,1567,843,0.96,0.92,6.2,24,25,30,17,2.0
3022,375,1010,1346,0,0.7122894023883743,0.7578233750611718,7.0,3,3,119,1,223.55703214679713
821,506,274,0,0,0.7080044360366323,0.7323704622506,7.0,19,28,66,11,136.75396229682516
2720,431,891,1398,0,0.78,0.78,10.7,29,24,104,4,66.0
2952,493,990,1469,0,0.99,0.97,14.3,40,33,142,16,25.0
2046,528,1119,357,0,0.7276712259265388,0.7424029343362246,7.0,0,4,0,4,666.420428207663
2549,529,1220,743,0,0.7768382006513049,0.8828575435349698,7.0,42,28,76,1,62.25366940377862
819,442,342,0,0,0.6686708562568194,0.7424029343362246,4.0,11,10,127,13,344.9465616143799
2710,490,856,1088,0,0.9565029117786741,0.9373078586282915,6.0,9,19,100,2,50.448710794188734
3294,524,1114,1324,0,0.9870296004524616,0.9273364984301182,6.0,14,19,6,14,54.4054724251055
3390,596,824,1647,323,0.67,0.8,11.1,54,35,114,15,17.0
655,498,157,0,0,0.76,0.69,7.6,13,21,89,4,197.0
4972,399,910,1876,1452,0.7428160910621618,0.6780524934757853,11.0,26,19,86,9,0.0
3088,535,898,1349,0,0.7936939055184743,0.8176515362502117,3.0,21,15,134,6,83.09199424925204
897,488,372,0,0,0.9636727046054162,0.9731497923055917,9.0,17,17,45,7,196.96652778572582
1928,470,1058,153,0,0.8649228457573117,0.9173651382319449,13.0,25,27,42,4,65.2865669101266
296,296,0,0,0,0.75,0.79,13.8,51,44,139,14,86.0
4686,499,1119,1557,1511,1.0,0.83,12.5,43,24,94,1,0.0
5110,513,797,1897,1557,0.7224649652796368,0.8475656168447316,6.0,49,25,126,14,0.0
1146,424,696,0,0,0.826005175376071,0.8627925993637205,6.0,8,14,137,5,245.95302174279752
1964,579,1075,265,0,0.9145057298806502,0.8627925993637205,7.0,9,27,154,18,72.45918897816857
3909,454,808,1840,494,0.7122894023883743,0.6880238536739586,8.0,11,11,45,12,32.6432834550633
464,464,0,0,0,0.99,0.81,3.6,2,4,15,8,913.0
578,371,120,0,0,0.9361517859961492,0.7977088158538651,12.0,44,26,24,16,122.65961055841967
4704,390,804,1768,1429,0.9361517859961492,0.9073937780337715,10.0,8,18,155,15,0.0
694,390,202,0,0,1.0,0.8375942566465583,7.0,44,32,17,2,91.00551751108556
949,530,279,0,0,0.9056250973223617,0.8774796974392516,14.0,42,26,13,10,102.87580240383585
2921,526,852,1543,0,0.62,0.67,10.4,43,24,41,9,68.0
313,287,0,0,0,0.5998370916421468,0.7424029343362246,13.0,4,5,81,3,680.7081556118089
4513,486,980,1864,1183,0.98,0.94,5.0,3,12,30,1,0.0
4613,463,1126,1926,894,0.7178378309815855,0.792565294764348,3.0,53,45,110,10,0.0
4679,419,1198,1762,1300,0.61,0.64,3.7,59,47,20,19,0.0
3807,482,1067,1760,153,0.7326405281708993,0.8375942566465583,13.0,22,19,54,17,17.805427339125437
2274,526,1028,449,0,1.0,0.8375942566465583,4.0,13,12,108,8,169.15155972169163
2074,467,877,730,0,0.65,0.63,13.8,46,40,148,17,58.0
428,393,0,0,0,0.9735060995503694,0.8527601272780958,10.0,47,33,57,11,105.11685161621637
1616,387,789,241,0,0.9158006602136242,0.8974224178355983,10.0,57,39,47,3,58.36223405602226
332,305,0,0,0,0.8555053602109307,0.8126302389355973,3.0,38,34,69,10,142.87727404145915
2868,473,1069,1326,0,0.78,0.74,4.1,52,29,82,7,52.0
3276,533,1257,1402,0,0.826005175376071,0.8326951831068465,5.0,14,19,129,13,62.25366940377862
4065,550,1305,1896,188,0.698171041091679,0.8326951831068465,3.0,15,14,152,1,13.26717544670692
633,519,68,0,0,0.9440059147155098,0.8928900156205946,3.0,0,5,162,0,587.8379274848604
179,150,0,0,0,0.7224649652796368,0.6780524934757853,11.0,1,5,26,5,966.4390283514194
3289,486,1112,1363,0,0.7122894023883743,0.6880238536739586,12.0,57,31,137,9,38.57842590143844
3650,574,1040,1896,25,0.7670048057063517,0.8928900156205946,6.0,38,26,145,2,21.43159110621887
2317,420,965,677,0,0.8954495344310992,0.8276228964483849,9.0,44,29,47,2,50.448710794188734
3186,450,1104,1632,0,0.9,0.77,7.6,11,16,127,14,48.0
2048,544,1014,441,0,0.9833394944953227,0.9029224877062192,11.0,27,25,107,15,68.37698114841258
2475,384,820,1023,0,0.681762713714587,0.8076801760520385,12.0,14,20,52,7,84.08118465698122
1080,377,553,0,0,0.7631672168446868,0.6880238536739586,13.0,1,16,133,12,183.0002254299003
404,370,0,0,0,0.9243391248256032,0.8928900156205946,8.0,29,21,102,17,206.15149540267674
4794,529,862,1979,1424,0.91,0.9,6.2,57,32,51,19,0.0
3456,584,947,1508,417,0.82,0.73,3.5,22,18,22,4,35.0
4056,511,1120,1846,215,0.9565029117786741,0.7977088158538651,11.0,1,8,85,17,27.697331416417345
3085,589,951,1545,0,0.97,0.97,9.6,46,25,86,1,26.0
440,400,4,0,0,0.8161717804311177,0.7223379901649754,3.0,50,33,152,13,147.98003382865411
1417,554,827,0,0,0.9636727046054162,0.8728250714493452,10.0,39,34,28,10,79.60305268024152
755,519,121,0,0,0.7835183426272118,0.8375942566465583,4.0,60,35,19,7,98.91904077291909
2812,505,1049,1258,0,0.91,0.78,5.9,54,42,57,8,35.0
3562,506,997,1724,0,0.9361517859961492,0.7677947352593452,11.0,0,9,0,3,102.87580240383585
1937,440,1069,391,0,0.6588374613118663,0.7223379901649754,11.0,26,27,72,15,89.80857225463146
4143,462,1027,1504,1150,0.85,0.88,11.5,58,38,23,14,0.0
3624,414,1281,1648,178,0.826005175376071,0.8326951831068465,2.0,28,26,141,9,20.411039148779878
2157,426,1178,553,0,0.91,0.91,11.9,43,25,16,19,68.0
3624,491,1035,1527,240,0.8343961570835242,0.8675083372410782,12.0,40,23,106,16,26.708141008688152
4551,450,1154,1969,786,0.6588374613118663,0.6621431576512274,7.0,47,38,64,18,0.0
3601,545,1231,1727,0,0.5998370916421468,0.7223379901649754,6.0,33,33,90,6,27.554902850852834
2888,447,780,1386,0,0.6715871508233244,0.6979952138721319,6.0,18,19,102,9,83.09199424925204
1395,540,660,0,0,0.8140450313009993,0.8774796974392516,13.0,52,29,66,13,77.15685180287689
1628,475,921,12,0,0.6512360250407995,0.7578233750611718,6.0,21,25,51,9,83.09199424925204
1054,545,509,0,0,0.61,0.6,10.4,54,31,41,13,113.0
2829,530,1123,867,0,0.8343961570835242,0.8774796974392516,7.0,6,13,62,3,77.15685180287689
527,458,28,0,0,0.9243391248256032,0.7725003505930986,10.0,47,35,47,13,123.48678685011825
4219,495,891,1829,1004,0.67,0.75,13.2,55,36,35,19,0.0
1449,476,774,0,0,0.7631672168446868,0.8675083372410782,14.0,45,33,133,20,68.25413813331417
2814,496,1058,1260,0,0.98,0.96,14.3,59,35,3,15,38.0
4658,418,1254,1649,1125,0.9341725197705565,0.7825328226787233,9.0,9,23,46,4,0.0
2277,417,1245,575,0,0.6883376461467258,0.6621431576512274,8.0,26,28,135,9,87.76746833975348
1892,473,883,489,0,0.8948389399907436,0.8226627110212219,9.0,19,17,32,0,180.63769646670193
703,579,124,0,0,0.64,0.62,4.1,57,39,82,8,104.0
407,407,0,0,0,0.85,0.78,5.3,25,18,60,18,193.0
2770,421,914,1159,0,0.7835183426272118,0.6979952138721319,4.0,27,17,139,16,79.13523261833527
2640,484,950,1134,0,0.6785042512017726,0.8226627110212219,6.0,22,29,20,3,76.54139680792454
2305,536,928,777,0,0.8850055450457904,0.8928900156205946,2.0,52,37,13,11,55.10980570170567
2448,508,1061,599,0,0.9870296004524616,0.8774796974392516,3.0,51,32,31,16,56.38385324056388
4395,453,1153,1561,1026,0.6686708562568194,0.7524354064218493,12.0,48,35,152,8,0.0
119,119,0,0,0,0.73,0.8,7.0,44,28,127,2,161.0
1698,581,921,153,0,0.9046723349356969,0.762467878507474,10.0,43,44,21,9,79.60305268024152
1037,579,458,0,0,0.69,0.7,5.5,55,31,13,11,117.0
3774,530,1084,1949,211,0.65,0.72,9.7,10,24,67,12,8.0
1420,497,727,0,0,0.8750984086485741,0.8774796974392516,11.0,9,15,69,5,131.56232422798237
3964,508,1287,1731,308,0.8063383854861645,0.8627925993637205,9.0,41,33,53,3,10.205519574389939
4093,470,1076,1905,287,0.8649228457573117,0.7977088158538651,4.0,1,14,147,14,13.848665708208673
4484,539,838,1969,792,0.7021138394971118,0.6481384128812654,7.0,55,32,20,19,0.0
2476,503,767,947,0,0.6105337734757494,0.6979952138721319,14.0,57,37,37,16,53.416282017376304
1800,519,997,43,0,0.6715871508233244,0.6780524934757853,4.0,56,39,95,7,61.329805279209836
2310,478,912,920,0,0.84,0.9,7.7,30,34,68,6,38.0
2613,524,828,1261,0,0.8,0.78,9.4,1,19,107,5,92.0
2091,415,1085,591,0,0.76,0.76,4.8,42,36,149,19,56.0
4410,594,1109,1525,1182,0.81,0.79,14.9,7,10,48,11,0.0
4590,446,879,1747,1275,0.7866715955962582,0.7424029343362246,8.0,49,41,52,11,0.0
1130,425,679,0,0,0.9046723349356969,0.9430523760487177,11.0,11,11,75,14,204.11039148779878
2545,501,1097,947,0,0.83,0.87,10.7,16,17,10,6,86.0
2284,585,929,770,0,0.64,0.8,7.1,22,24,74,5,70.0
4613,467,1101,1748,1297,0.64,0.81,10.2,15,21,94,13,0.0
4711,427,1188,2046,851,0.5998370916421468,0.7725003505930986,9.0,5,10,106,17,0.0
4339,594,1163,1856,726,0.95,0.86,8.0,52,35,138,10,0.0
3776,558,1210,1900,0,0.7866715955962582,0.762467878507474,12.0,19,21,85,10,20.411039148779878
188,158,0,0,0,0.7835183426272118,0.7877374556556918,7.0,23,22,16,17,208.71917603085927
3459,483,1185,1699,0,0.6195038815320533,0.6320457413943534,3.0,36,35,11,0,30.616558723169817
1122,445,648,0,0,0.8358385703210243,0.8728250714493452,11.0,47,45,11,3,64.29477331865661
341,287,0,0,0,0.8649228457573117,0.8874510576374249,8.0,12,13,76,6,228.5029841854431
4406,505,968,1647,1286,0.91,0.86,6.4,10,8,95,15,0.0
4606,464,899,1727,1516,0.6,0.72,14.4,49,34,17,5,0.0
2193,416,1122,655,0,0.62,0.73,11.3,55,32,101,12,52.0
1849,546,1007,296,0,0.88,0.82,3.2,25,32,117,13,77.0
1361,430,745,0,0,0.9259762231048867,0.8874510576374249,4.0,61,29,26,5,105.84337362702342
4981,467,1230,1827,1221,0.6588374613118663,0.6521106855656028,6.0,10,26,119,4,0.0
4022,493,788,1659,769,0.9666784746699366,0.857536977042905,6.0,7,14,11,17,14.837856115937862
3086,441,802,1556,0,0.8852739715398367,0.8176515362502117,4.0,7,21,84,4,42.53518753235521
1834,408,925,277,0,0.7936939055184743,0.7378806546648252,5.0,12,13,53,20,208.71917603085927
3705,415,837,1676,777,0.9,0.79,5.4,48,40,140,6,8.0
4684,527,847,1666,1644,0.74,0.77,11.7,44,33,55,8,0.0
3825,421,1036,1758,465,0.9341725197705565,0.9530848481343424,6.0,49,32,104,3,11.226071531828932
1106,455,621,0,0,0.698171041091679,0.7825328226787233,6.0,51,50,151,17,73.47974093560755
3999,419,1127,2025,293,0.6686708562568194,0.7123055180793506,9.0,53,46,5,11,7.143863702072957
5122,536,964,1855,1489,0.9341725197705565,0.9029224877062192,8.0,9,21,35,0,0.0
2755,510,899,1263,0,0.8751721501008372,0.9430523760487177,11.0,21,20,80,1,61.233117446339634
3625,415,967,1782,461,0.83,0.83,4.4,37,24,146,17,13.0
2310,531,1147,632,0,0.99,0.97,8.4,50,27,52,15,56.0
1771,407,784,371,0,0.9463273488874117,0.8675083372410782,14.0,34,22,58,14,109.80013525794018
4673,581,1128,1628,1336,0.73,0.7,5.2,39,30,34,13,0.0
4885,433,940,1936,1322,0.6293372764770065,0.6220132693087288,3.0,27,20,118,2,0.0
3322,551,931,1613,227,0.87,0.85,12.5,54,32,141,4,16.0
434,365,0,0,0,0.7224649652796368,0.7279092944666519,3.0,56,31,55,13,104.85418321929423
4373,431,915,1993,833,0.7276712259265388,0.7725003505930986,13.0,46,47,80,16,0.0
3369,455,1082,1501,331,0.69,0.76,14.0,46,31,81,1,19.0
1148,498,650,0,0,0.79,0.75,5.0,0,8,0,6,551.0
3282,499,1039,1422,0,0.681762713714587,0.6581097730794387,6.0,55,40,61,13,21.7621889700422
734,536,198,0,0,0.64,0.81,4.7,35,35,105,5,79.0
901,571,330,0,0,0.73,0.78,10.0,22,29,77,6,120.0
1004,465,394,0,0,0.9361517859961492,0.8276228964483849,14.0,5,13,6,9,232.45974581635986
4482,461,1002,1730,1289,0.65,0.68,12.9,23,22,36,10,0.0
144,121,0,0,0,0.8445717199747866,0.7578233750611718,3.0,14,15,67,13,280.9300757950902
3779,519,864,1780,616,0.71,0.76,5.6,43,33,6,9,7.0
2598,448,992,1158,0,0.99,0.99,12.9,42,38,110,10,32.0
1939,473,1070,148,0,0.976854037561199,0.9173651382319449,14.0,33,32,86,1,55.39466283283469
619,479,43,0,0,0.681762713714587,0.6780524934757853,4.0,16,13,76,2,306.6490263960492
2401,527,889,915,0,0.8358385703210243,0.8828575435349698,9.0,31,39,141,12,38.78097438268177
2393,438,1113,842,0,0.92,0.88,4.5,19,23,76,18,77.0
1861,511,1023,327,0,0.94,0.8,11.5,7,7,35,3,297.0
2836,566,1308,898,0,0.5900036966971935,0.7825328226787233,12.0,1,7,96,8,216.35701497706668
1657,494,1103,60,0,0.85,0.74,12.4,43,38,63,14,62.0
4506,584,1122,1643,1157,0.65,0.71,7.0,33,28,81,19,0.0
1746,362,866,308,0,0.6614115879320619,0.6880238536739586,6.0,34,25,57,4,116.72446811204452
4032,480,1162,1824,566,0.92,0.95,4.8,18,15,138,5,0.0
3638,465,1195,1750,228,0.86,0.85,8.6,7,10,79,19,29.0
2116,452,1249,381,0,0.7276712259265388,0.8126302389355973,11.0,34,25,116,13,76.54139680792454
4854,527,1227,1604,1260,0.8063383854861645,0.7524354064218493,10.0,6,23,115,13,0.0
3454,540,1095,1606,213,0.71,0.76,6.2,31,28,25,11,25.0
191,191,0,0,0,0.74,0.72,6.1,58,38,7,5,147.0
4290,452,913,1562,1363,0.71,0.85,13.3,6,9,20,5,0.0
149,149,0,0,0,0.88,0.79,8.8,49,30,72,10,115.0
527,484,0,0,0,0.8161717804311177,0.8025977668499726,5.0,49,50,107,14,65.3153252760956
394,331,0,0,0,0.7122894023883743,0.7378806546648252,7.0,9,11,59,3,342.25988107430004
4344,570,1059,1623,1092,0.71,0.83,9.5,44,39,123,18,0.0
349,349,0,0,0,0.84,0.87,9.2,56,34,34,4,116.0
3867,588,1077,1765,296,0.7768382006513049,0.8728250714493452,13.0,38,28,39,13,18.369935233901888
430,430,0,0,0,0.81,0.71,3.7,47,38,24,15,132.0
1911,463,955,256,0,1.0,0.8375942566465583,4.0,60,36,5,18,63.308186094668216
4490,562,995,1577,1356,0.72,0.78,13.8,14,12,17,12,0.0
1676,412,789,270,0,0.7631672168446868,0.8375942566465583,12.0,49,39,87,4,65.2865669101266
1171,457,550,0,0,0.976854037561199,0.857536977042905,7.0,61,31,102,8,95.95146954973151
2497,506,945,1046,0,0.79,0.81,12.9,26,32,116,13,48.0
820,475,345,0,0,0.99,0.9,9.1,13,16,98,17,183.0
702,420,177,0,0,0.6614115879320619,0.8176515362502117,13.0,29,26,145,9,99.90823118064827
2208,445,1205,518,0,0.826005175376071,0.8326951831068465,5.0,23,29,121,8,77.56194876536354
4772,567,1076,1546,1583,0.72,0.81,5.0,36,36,31,14,0.0
1019,579,440,0,0,0.82,0.82,5.0,26,17,91,19,201.0
985,399,447,0,0,0.9972051633437241,0.8176515362502117,6.0,16,17,87,10,181.02184461444193
4273,533,1012,1891,655,0.649004066366913,0.6521106855656028,10.0,2,10,146,13,1.0205519574389939
4281,489,969,1956,867,0.97,0.87,4.9,45,27,12,7,0.0
2055,577,809,669,0,0.71,0.83,7.0,6,17,40,9,132.0
4784,511,933,1556,1442,0.7326405281708993,0.7677947352593452,6.0,55,36,94,16,0.0
2045,575,1129,341,0,0.89,0.75,6.5,9,16,14,11,162.0
3910,379,775,1618,850,0.8445717199747866,0.7777660954575185,13.0,2,8,21,8,56.38385324056388
3674,523,768,1829,236,0.976854037561199,0.9572505790246381,12.0,10,17,113,8,23.740569785500583
2651,509,1027,1115,0,0.73,0.77,8.8,10,22,32,18,74.0
1047,585,417,0,0,0.8358385703210243,0.8427276551924712,11.0,33,40,50,10,70.41808506329058
1420,465,760,0,0,0.8038694684097368,0.8675083372410782,13.0,5,9,136,14,249.2759827477561
1354,514,840,0,0,0.64,0.72,10.3,13,16,16,2,226.0
766,517,249,0,0,0.9,0.86,8.4,55,38,149,14,89.0
2758,444,1136,1112,0,0.9735060995503694,0.9530848481343424,6.0,5,20,72,11,58.17146157402265
2512,461,1074,698,0,0.7631672168446868,0.7977088158538651,4.0,39,24,131,19,53.416282017376304
2833,487,969,1297,0,0.6883376461467258,0.7424029343362246,7.0,37,35,139,12,42.86318221243774
2539,391,1004,878,0,0.9361517859961492,0.8675083372410782,10.0,49,33,105,3,43.5243779400844
5130,478,962,1805,1601,0.6686708562568194,0.762467878507474,13.0,15,29,146,18,0.0
213,213,0,0,0,0.78,0.87,11.3,16,22,145,16,178.0
969,584,385,0,0,0.77,0.74,11.2,31,24,123,19,163.0
4273,579,1201,1560,752,0.7276712259265388,0.8025977668499726,9.0,24,21,152,17,0.0
3894,575,920,1828,571,0.79,0.81,14.7,26,15,96,16,6.0
1780,369,1091,91,0,0.6614115879320619,0.7777660954575185,8.0,25,26,66,8,89.02713669562718
1629,465,877,287,0,0.85,0.8,3.6,36,22,5,3,114.0
2422,433,1173,765,0,0.8456719652659774,0.792565294764348,9.0,41,29,53,4,72.45918897816857
3045,536,1154,1355,0,0.73,0.78,5.2,23,25,90,10,36.0
1153,452,539,0,0,0.9361517859961492,0.7877374556556918,3.0,20,24,82,19,124.63799137387805
1173,503,670,0,0,0.71,0.77,7.0,57,33,144,15,102.0
872,563,309,0,0,0.8,0.8,11.1,25,31,40,14,116.0
3419,420,999,1596,285,0.8063383854861645,0.8226627110212219,10.0,8,19,19,0,52.048149829388684
704,441,263,0,0,0.91,0.93,7.4,44,26,1,3,136.0
2649,545,1205,837,0,0.8948389399907436,0.9530848481343424,9.0,14,27,3,4,56.130357659144664
1948,491,1049,366,0,0.649004066366913,0.7825328226787233,7.0,33,25,18,6,129.61009859475223
279,256,0,0,0,0.6686708562568194,0.762467878507474,13.0,42,29,96,3,157.16500144560504
1208,362,681,0,0,0.681762713714587,0.6780524934757853,5.0,15,12,155,12,248.28679234002692
1691,429,921,305,0,0.7473380158164452,0.8828575435349698,11.0,49,44,80,14,54.08925374426667
254,254,0,0,0,0.75,0.8,3.3,25,18,142,18,196.0
3843,453,1253,1897,128,0.5900036966971935,0.7123055180793506,6.0,2,21,93,4,21.43159110621887
938,566,326,0,0,0.8063383854861645,0.8226627110212219,8.0,13,21,43,10,152.06224165841007
2784,553,966,1183,0,0.8850055450457904,0.762467878507474,10.0,11,27,131,10,68.37698114841258
1317,427,710,0,0,0.9463273488874117,0.7777660954575185,11.0,20,24,14,17,140.4650378975451
3524,500,915,1654,134,0.9565029117786741,0.8076801760520385,12.0,44,28,139,15,20.77299856231301
1202,402,800,0,0,0.81,0.83,10.5,2,18,47,11,137.0
4292,532,772,2023,627,0.9259762231048867,0.8076801760520385,12.0,27,19,7,18,0.0
5083,455,988,1576,1721,0.9056250973223617,0.7578233750611718,3.0,24,18,97,14,0.0
1839,595,826,418,0,1.0,0.97,13.7,22,28,95,16,74.0
1714,485,930,72,0,0.7733427797359493,0.8276228964483849,8.0,47,36,10,20,66.27575731785579
2238,429,1125,638,0,0.9046723349356969,0.8828575435349698,9.0,17,26,65,5,68.37698114841258
1278,441,837,0,0,0.7,0.72,4.8,55,39,57,10,83.0
3256,411,875,1871,0,0.865338755155884,0.9229874318774686,13.0,16,26,97,2,30.616558723169817
996,450,514,0,0,0.6195038815320533,0.6220132693087288,10.0,38,29,84,4,149.0005857860931
4242,516,1053,1660,661,0.9565029117786741,0.9472792188264647,8.0,42,21,7,9,0.9891904077291909
775,364,299,0,0,0.8750984086485741,0.7977088158538651,3.0,54,35,56,4,91.99470791881475
4078,404,875,1760,848,0.8063383854861645,0.8427276551924712,13.0,39,38,125,6,6.123311744633963
2804,527,904,1084,0,0.6614115879320619,0.6780524934757853,14.0,15,10,4,4,172.1191309448792
3969,445,912,1760,529,0.8445717199747866,0.8076801760520385,4.0,61,31,51,15,8.902713669562718
562,365,112,0,0,0.8954495344310992,0.9073937780337715,9.0,34,27,30,9,129.583943412524
1317,555,725,0,0,0.9636727046054162,0.8627925993637205,9.0,37,28,108,16,95.93188399926542
2685,462,923,1024,0,0.6512360250407995,0.6880238536739586,3.0,0,10,0,8,167.17317890623326
697,589,56,0,0,0.7965049905412114,0.7725003505930986,6.0,49,32,40,17,141.85672208402013
1896,527,1190,147,0,0.6293372764770065,0.7223379901649754,9.0,36,42,131,6,73.47974093560755
3712,521,1055,1573,563,0.71,0.7,13.4,56,46,73,14,6.0
1366,581,785,0,0,0.83,0.84,4.2,30,32,129,3,72.0
3754,573,823,1907,451,0.65,0.74,5.5,43,28,75,11,11.0
2987,582,1081,1240,0,0.7276712259265388,0.8627925993637205,11.0,33,27,43,0,41.842630254998745
3081,528,1019,1534,0,0.99,0.86,14.8,16,15,37,7,55.0
2234,504,763,722,0,0.6410604621495369,0.7877374556556918,13.0,33,32,79,15,69.24332854104335
1486,444,1019,0,0,0.7375046208714919,0.792565294764348,3.0,14,18,69,18,176.55548863694594
3423,455,986,1661,0,0.6410604621495369,0.7977088158538651,3.0,31,25,138,20,28.686521824146535
580,481,99,0,0,0.86,0.74,14.3,8,22,90,10,147.0
2981,494,1106,1302,0,0.8063383854861645,0.792565294764348,13.0,1,3,5,13,309.22724310401514
2998,527,920,1460,0,0.7080044360366323,0.7323704622506,7.0,7,13,57,15,94.91133204182643
