unique_words,words_a1,words_a2,words_b1,words_b2,avg_acc_7d,avg_acc_30d,avg_time_sec,words_day_7d,words_day_30d,streak,sessions_week,target_days_b2
843,554,289,0,0,0.83,0.76,5.5,34,23,115,19,122
3804,411,802,1709,882,0.82,0.84,14.7,44,35,115,7,6
1300,550,750,0,0,0.89,0.88,8.3,12,16,135,17,131
3657,401,891,1966,399,0.63,0.7,6.0,44,28,6,19,14
1620,481,996,143,0,0.74,0.85,3.6,31,28,18,18,112
1209,593,616,0,0,0.87,0.8,13.2,50,37,42,1,98
3687,574,899,1538,676,0.88,0.92,5.8,9,10,138,14,32
4389,517,874,1505,1493,0.93,0.8,7.0,17,28,62,11,0
1766,551,855,360,0,0.85,0.78,6.3,7,22,123,6,102
3277,537,1100,1640,0,0.85,0.74,10.0,11,16,58,1,49
369,369,0,0,0,0.61,0.63,6.0,48,36,135,7,110
807,426,381,0,0,0.72,0.66,3.9,17,21,10,18,233
180,180,0,0,0,0.7,0.81,10.3,15,17,133,6,218
87,87,0,0,0,0.63,0.68,10.4,40,35,59,13,132
2664,454,928,1282,0,0.82,0.88,9.2,52,29,19,1,53
3240,579,950,1632,79,0.84,0.77,14.3,48,32,4,8,34
3024,564,927,1533,0,0.87,0.8,12.5,28,18,104,17,45
4794,529,862,1979,1424,0.91,0.9,6.2,57,32,51,19,0
59,59,0,0,0,0.78,0.79,11.2,0,17,0,6,244
1418,597,821,0,0,0.64,0.69,7.6,47,29,60,17,97
3466,589,840,1895,142,0.69,0.68,6.9,24,28,139,4,25
1365,473,892,0,0,0.62,0.78,14.1,3,18,127,6,129
472,472,0,0,0,0.6,0.76,10.8,0,12,0,13,311
850,575,275,0,0,0.73,0.78,9.4,43,36,140,17,90
4731,518,892,1959,1362,0.63,0.65,12.5,48,30,22,9,0
3014,494,1043,1477,0,0.73,0.74,11.9,23,18,75,16,61
3540,435,1173,1932,0,0.72,0.81,12.2,56,45,110,3,12
4347,521,916,1595,1315,0.79,0.75,13.7,16,23,18,19,0
3977,596,951,1846,584,0.84,0.79,10.5,43,40,84,9,0
1382,521,861,0,0,0.93,0.94,13.3,36,28,79,5,80
2171,404,881,886,0,0.99,0.97,3.1,22,29,72,4,49
4785,486,881,1753,1665,0.68,0.76,14.8,17,27,135,19,0
397,397,0,0,0,0.93,0.85,11.3,18,26,77,5,155
2034,560,1054,420,0,0.63,0.74,4.4,36,26,119,11,96
592,579,13,0,0,0.92,0.92,4.7,7,18,75,9,154
1200,408,792,0,0,0.8,0.73,12.7,40,35,21,5,98
3462,595,1168,1699,0,0.96,0.93,3.8,34,22,97,16,17
2075,520,1179,376,0,0.8,0.79,5.5,0,2,0,4,577
3186,450,1104,1632,0,0.9,0.77,7.6,11,16,127,14,48
2414,434,918,1062,0,0.72,0.77,5.3,18,13,147,11,112
2277,411,1138,728,0,0.71,0.73,7.8,48,43,97,17,49
750,456,294,0,0,0.77,0.72,8.6,58,47,10,5,95
4783,410,1079,1587,1707,0.68,0.65,8.1,24,21,134,5,0
2306,558,815,933,0,0.6,0.7,15.0,54,39,36,15,54
1693,588,977,128,0,0.82,0.78,4.0,49,28,93,15,102
1492,517,975,0,0,0.84,0.79,6.9,11,17,87,18,166
3367,531,1096,1622,118,0.75,0.73,4.1,49,37,146,16,15
4421,543,1122,1875,881,0.83,0.82,13.1,4,5,56,2,0
787,455,332,0,0,0.97,0.84,10.5,13,14,112,5,240
999,415,584,0,0,0.87,0.92,5.4,50,39,115,5,59
2175,550,1172,453,0,0.99,0.88,10.2,53,35,83,5,44
1054,545,509,0,0,0.61,0.6,10.4,54,31,41,13,113
1743,476,1027,240,0,0.68,0.75,13.2,19,21,133,6,108
1342,492,850,0,0,0.87,0.86,13.3,7,10,149,19,216
4096,425,853,1669,1149,0.87,0.86,13.6,29,26,34,6,0
1518,486,1032,0,0,0.96,0.86,12.3,57,33,113,15,62
1516,407,871,238,0,0.8,0.73,7.4,12,21,19,19,170
1037,579,458,0,0,0.69,0.7,5.5,55,31,13,11,117
2267,558,953,756,0,0.63,0.62,11.3,47,33,119,1,64
2139,408,1106,625,0,0.84,0.91,12.3,26,16,94,8,117
3629,537,1168,1912,12,0.81,0.87,9.9,23,18,9,3,22
3367,472,949,1500,446,0.84,0.74,6.4,41,38,141,4,15
3414,424,1020,1715,255,0.76,0.83,7.8,1,4,136,14,110
1350,551,799,0,0,0.97,0.86,5.2,55,46,52,18,50
2832,409,1038,1385,0,0.76,0.82,13.5,31,32,43,17,33
1747,527,1054,166,0,0.75,0.85,10.9,34,22,110,8,110
1835,509,1116,210,0,0.9,0.83,5.5,46,33,68,14,58
349,349,0,0,0,0.84,0.87,9.2,56,34,34,4,116
2910,471,857,1582,0,0.65,0.73,6.1,7,22,74,18,63
99,99,0,0,0,0.79,0.71,10.3,5,11,135,10,408
2318,505,1045,768,0,0.91,0.77,9.3,25,20,25,9,87
3613,504,830,1886,393,0.89,0.77,5.7,9,7,88,11,57
3592,559,904,1774,355,0.97,0.9,11.8,20,29,88,7,13
1966,432,857,677,0,0.96,0.83,4.1,45,28,129,15,59
672,496,176,0,0,0.92,0.91,12.5,52,35,122,8,87
4310,468,1108,1723,1011,0.9,0.86,10.5,0,5,0,17,0
3248,570,870,1772,36,0.84,0.76,7.5,42,37,69,15,23
1736,595,820,321,0,0.92,0.77,14.8,18,28,6,13,89
1526,406,1120,0,0,0.68,0.79,6.3,26,18,116,3,130
4674,572,900,1685,1517,0.93,0.93,5.8,37,34,102,8,0
4702,513,1142,1530,1517,0.76,0.78,15.0,54,31,52,17,0
428,428,0,0,0,0.66,0.74,4.7,19,19,50,6,226
1003,550,453,0,0,0.63,0.74,8.1,51,29,67,14,111
1764,459,873,432,0,0.83,0.81,4.8,47,29,113,1,68
208,208,0,0,0,0.63,0.72,5.7,46,28,92,17,158
624,533,91,0,0,0.92,0.88,8.6,54,38,61,19,71
2441,515,935,991,0,0.89,0.85,12.9,26,28,73,1,47
2573,443,1098,1032,0,0.82,0.89,10.5,33,26,4,8,68
3850,427,1000,1885,538,0.63,0.67,4.0,1,14,62,19,11
4131,454,1029,1611,1037,0.75,0.7,8.9,59,33,138,5,0
3648,486,1005,1962,195,0.66,0.81,6.4,24,27,64,8,15
1441,475,936,30,0,0.76,0.83,5.9,26,30,147,11,70
4032,446,932,1833,821,0.97,0.83,10.4,45,34,84,15,0
3980,451,823,1644,1062,0.78,0.85,9.4,49,40,86,5,0
4571,599,1180,1985,807,0.71,0.79,3.2,37,28,105,19,0
1709,476,1191,42,0,0.84,0.73,4.4,43,27,90,15,115
456,451,5,0,0,1.0,0.8,3.3,31,26,148,14,121
2952,493,990,1469,0,0.99,0.97,14.3,40,33,142,16,25
4318,533,864,1776,1145,0.61,0.64,11.7,33,28,20,8,0
3530,414,979,1693,444,0.6,0.69,3.3,9,13,91,14,36
1509,400,833,276,0,0.88,0.91,7.4,31,22,103,16,83
3237,547,1001,1689,0,0.6,0.74,14.8,10,19,136,9,46
2278,466,803,1009,0,0.67,0.83,10.7,18,22,63,5,81
3451,545,906,1858,142,0.87,0.84,3.0,43,32,64,2,14
4731,516,928,1755,1532,0.77,0.7,3.5,16,27,112,5,0
3941,545,832,1759,805,0.77,0.81,14.4,7,8,76,1,6
515,515,0,0,0,0.99,0.9,14.1,39,23,26,19,160
1440,459,838,143,0,0.93,0.82,12.6,12,20,128,9,122
2755,414,1134,1207,0,0.82,0.9,11.1,16,22,31,15,64
411,411,0,0,0,0.94,0.96,6.3,18,24,92,15,119
2222,541,930,751,0,0.99,0.93,7.8,27,22,78,13,82
4500,572,988,1811,1129,0.9,0.79,14.7,28,17,109,4,0
3827,483,1006,1548,790,0.89,0.87,7.6,34,22,45,13,6
4671,492,930,1737,1512,0.77,0.8,9.3,8,13,100,10,0
3732,454,1118,1826,334,0.62,0.62,9.6,16,19,146,12,16
3375,463,1017,1571,324,0.85,0.81,10.8,53,30,147,11,17
1214,464,750,0,0,0.75,0.69,4.3,33,30,48,17,134
2580,467,971,1142,0,0.77,0.7,4.2,26,18,134,15,80
2793,503,806,1484,0,0.64,0.68,3.6,25,30,92,10,52
527,518,9,0,0,0.93,0.91,12.5,28,18,19,13,235
767,437,330,0,0,0.62,0.63,5.2,4,18,54,17,282
2751,574,1197,980,0,0.72,0.73,7.8,5,5,25,16,376
2740,594,1092,1054,0,0.6,0.7,9.7,0,5,0,15,418
1447,557,890,0,0,0.66,0.8,11.1,24,18,41,16,182
1079,561,518,0,0,0.68,0.83,12.1,15,23,85,8,108
803,537,266,0,0,0.78,0.73,7.9,2,9,146,6,419
2639,408,969,1262,0,0.97,0.83,11.3,49,32,46,14,41
1651,503,1060,88,0,0.77,0.81,4.5,53,42,135,8,55
2844,510,881,1453,0,0.96,0.95,3.6,49,42,116,9,26
4036,450,999,1725,862,0.89,0.86,14.5,18,25,10,12,0
1069,431,638,0,0,0.84,0.86,6.8,9,13,126,6,241
3070,520,1145,1405,0,0.69,0.76,14.5,47,32,24,15,32
1031,561,470,0,0,0.98,0.95,10.7,13,12,113,16,200
2619,456,952,1211,0,0.87,0.91,5.8,53,30,4,2,49
302,302,0,0,0,0.87,0.89,4.4,0,15,0,19,244
2344,584,844,916,0,0.83,0.85,7.1,24,27,42,3,65
3162,498,1105,1559,0,0.98,0.83,6.7,39,30,122,13,32
2906,569,805,1532,0,0.7,0.73,3.7,8,10,104,3,128
1937,448,1155,334,0,0.87,0.82,14.2,52,36,15,5,79
3235,500,827,1805,103,0.75,0.74,10.5,47,40,36,2,18
2371,576,1063,732,0,0.83,0.89,14.6,28,29,49,2,46
3995,473,1157,1750,615,0.78,0.75,10.3,47,39,64,2,0
4744,598,1157,1947,1042,0.96,0.79,5.1,9,15,50,8,0
3003,411,1134,1458,0,0.86,0.8,8.6,57,47,47,17,26
1373,578,795,0,0,0.98,0.92,12.5,32,18,53,6,111
2346,522,1124,700,0,0.79,0.76,6.4,4,5,59,4,396
1446,409,940,97,0,0.91,0.81,6.9,21,25,77,8,106
967,509,458,0,0,0.76,0.78,6.5,8,23,42,5,173
4793,502,1140,1645,1506,0.83,0.88,5.3,31,31,77,15,0
4163,502,869,1618,1174,0.82,0.81,6.5,7,23,69,3,0
2336,477,948,911,0,0.74,0.71,8.3,3,16,92,14,120
3629,552,902,1701,474,0.79,0.7,4.1,35,28,6,2,21
1657,494,1103,60,0,0.85,0.74,12.4,43,38,63,14,62
2052,472,870,710,0,0.67,0.69,8.3,8,8,89,17,346
1606,542,927,137,0,0.69,0.78,5.0,3,19,110,2,138
4428,459,917,1922,1130,0.84,0.82,14.3,44,34,149,2,0
1529,418,1096,15,0,0.99,0.8,14.4,9,11,100,19,264
3524,463,1179,1518,364,0.63,0.8,7.9,27,30,133,17,15
1287,449,838,0,0,0.71,0.66,14.1,56,45,107,5,64
2116,445,1185,486,0,0.64,0.76,11.7,21,26,55,5,70
3998,555,955,1875,613,0.76,0.8,11.9,52,41,108,11,0
4611,406,983,1947,1275,0.98,0.96,4.7,50,40,51,11,0
2797,522,1131,1144,0,0.64,0.82,7.8,51,39,93,15,30
1587,464,1075,48,0,0.96,0.81,3.3,37,22,62,12,131
904,592,312,0,0,0.64,0.76,10.3,28,21,51,6,170
2346,501,1136,709,0,0.61,0.63,7.5,2,4,35,9,539
3166,458,1067,1641,0,0.81,0.87,14.9,20,23,71,7,33
649,423,226,0,0,0.96,0.98,5.2,2,13,95,16,254
1269,590,679,0,0,0.78,0.81,11.3,28,23,70,16,121
3333,433,859,1751,290,0.74,0.74,9.0,48,33,28,16,22
4603,576,1164,1675,1188,0.84,0.91,7.3,28,27,27,11,0
1592,448,981,163,0,0.61,0.65,9.2,43,40,73,5,88
1471,598,873,0,0,0.96,0.97,12.6,21,25,142,9,100
1203,474,729,0,0,0.94,0.94,9.1,4,15,122,16,151
3275,456,1056,1655,108,0.75,0.87,9.9,33,34,126,17,19
1366,478,888,0,0,0.98,0.93,11.9,42,26,40,2,98
2952,472,903,1577,0,0.77,0.71,12.4,44,28,65,6,40
3372,522,945,1846,59,0.63,0.71,12.0,47,36,46,5,23
3423,520,887,1716,300,0.73,0.85,12.5,45,26,47,15,19
1267,570,697,0,0,0.63,0.75,10.8,31,21,141,11,120
1953,400,842,711,0,0.66,0.82,3.9,50,35,15,1,67
2586,544,1144,898,0,0.71,0.83,8.9,29,19,135,13,76
53,53,0,0,0,0.96,0.83,5.9,42,29,17,8,159
2532,416,1089,1027,0,1.0,0.8,7.3,49,43,89,5,41
3974,458,1040,1765,711,0.93,0.96,14.9,54,36,13,18,0
1727,513,1089,125,0,0.94,0.77,3.4,11,12,31,14,204
1441,442,965,34,0,0.71,0.84,8.6,18,26,105,16,90
2283,427,803,1053,0,0.67,0.83,13.1,35,24,29,16,75
2673,510,1179,984,0,0.63,0.62,8.6,30,33,81,14,51
3404,559,887,1620,338,0.61,0.8,14.8,49,42,7,19,18
4203,567,911,1547,1178,0.93,0.95,12.5,10,12,121,9,0
3013,432,967,1614,0,0.8,0.8,12.8,4,18,10,8,70
1579,457,1114,8,0,0.62,0.67,9.8,12,8,38,11,355
2098,410,1113,575,0,0.87,0.92,8.8,43,26,8,5,83
4418,565,1064,1957,832,0.61,0.69,6.0,26,27,98,16,0
466,402,64,0,0,0.75,0.73,7.6,40,36,50,5,125
3854,523,889,1731,711,0.81,0.81,11.3,1,12,65,13,12
2725,448,1026,1251,0,0.9,0.91,11.8,20,27,139,2,38
4631,580,1103,1530,1418,0.61,0.77,10.1,57,42,16,7,0
2419,437,968,1014,0,0.95,0.84,10.4,35,27,82,13,49
1676,497,1179,0,0,0.74,0.8,11.9,12,24,71,8,94
1308,430,878,0,0,0.63,0.64,11.6,7,22,126,9,174
4442,484,888,1541,1529,0.8,0.77,12.4,25,20,143,19,0
3212,596,868,1748,0,0.68,0.75,12.2,3,12,115,10,75
4626,460,1162,1577,1427,0.68,0.66,13.1,47,29,96,2,0
3976,534,882,1890,670,0.71,0.68,4.2,2,17,143,4,1
2804,591,867,1346,0,0.82,0.75,6.4,53,30,50,8,50
807,486,321,0,0,0.8,0.9,13.0,46,25,41,10,105
3455,410,870,1658,517,0.99,0.82,12.8,4,6,61,10,97
1234,530,704,0,0,0.63,0.65,6.9,0,6,0,5,679
3227,433,900,1596,298,0.61,0.64,10.5,58,35,143,4,24
4566,589,1166,1635,1176,0.71,0.72,9.6,6,16,133,14,0
3648,420,925,1844,459,0.76,0.88,12.2,49,36,116,7,10
1260,487,773,0,0,0.73,0.82,5.5,39,22,149,18,141
3045,536,1154,1355,0,0.73,0.78,5.2,23,25,90,10,36
3022,476,867,1679,0,0.61,0.71,14.5,23,22,50,7,63
3613,445,978,1766,424,0.83,0.91,11.3,27,16,78,13,24
2045,575,1129,341,0,0.89,0.75,6.5,9,16,14,11,162
3541,423,981,1665,472,0.71,0.72,7.2,10,8,33,11,60
3670,574,899,1522,675,0.99,0.85,8.5,14,11,22,17,30
3010,471,897,1642,0,0.65,0.7,4.8,37,32,134,4,39
1867,500,874,493,0,0.85,0.86,6.5,25,30,58,9,76
2032,472,1070,490,0,0.87,0.87,11.4,51,38,145,18,49
4580,464,842,1812,1462,0.95,0.81,7.2,54,35,55,6,0
4388,414,943,1576,1455,0.81,0.87,3.5,54,31,43,8,0
1303,520,783,0,0,0.78,0.84,12.5,23,23,49,7,98
2379,435,970,974,0,0.64,0.63,4.8,13,25,45,15,76
3887,421,950,1845,671,0.74,0.72,6.2,50,33,57,18,4
3866,571,946,1929,420,0.81,0.73,9.8,19,24,75,17,6
172,172,0,0,0,0.78,0.79,9.3,56,39,34,17,89
2327,426,1086,815,0,0.73,0.73,12.1,41,27,40,13,73
704,575,129,0,0,0.77,0.84,4.2,57,37,19,7,100
2013,526,857,630,0,0.81,0.9,6.6,11,10,138,2,208
1482,598,884,0,0,0.96,0.89,11.6,50,38,7,13,84
465,465,0,0,0,0.8,0.78,5.1,6,5,119,14,656
3051,440,914,1697,0,0.88,0.87,8.4,23,21,141,7,46
2032,498,950,584,0,0.69,0.72,5.2,31,22,65,5,111
1387,452,890,45,0,0.86,0.75,5.2,46,31,80,8,105
871,558,313,0,0,0.93,0.88,9.3,31,29,11,19,97
1931,473,1079,379,0,0.66,0.63,10.5,35,23,126,17,114
2761,581,1174,1006,0,0.82,0.84,11.9,56,30,6,14,49
165,165,0,0,0,0.75,0.77,6.9,19,21,88,10,170
213,213,0,0,0,0.67,0.71,4.5,6,16,32,11,247
2345,592,1124,629,0,0.73,0.84,13.1,8,22,124,5,80
681,500,181,0,0,0.93,0.83,4.1,50,32,148,5,84
2884,582,967,1335,0,0.68,0.71,10.2,6,10,41,3,127
1380,431,847,102,0,0.6,0.75,4.3,43,35,40,13,104
4440,467,988,1831,1154,0.72,0.84,10.1,43,29,40,7,0
287,287,0,0,0,0.78,0.8,12.6,51,42,23,16,84
1185,504,681,0,0,0.85,0.92,5.4,8,18,15,13,161
3334,486,860,1863,125,0.88,0.75,9.6,12,9,115,14,96
803,575,228,0,0,0.78,0.82,7.1,49,33,128,10,92
897,583,314,0,0,0.67,0.66,9.0,0,5,0,15,889
2694,465,932,1297,0,0.85,0.74,15.0,7,22,73,7,76
1798,532,956,310,0,0.97,0.79,12.2,18,28,60,6,83
820,561,259,0,0,0.97,0.98,6.1,31,28,111,3,115
3218,424,909,1536,349,0.73,0.84,12.0,39,38,19,9,21
3082,553,957,1572,0,0.74,0.76,12.0,55,40,31,1,27
1866,407,992,467,0,0.98,0.8,14.9,46,30,41,18,74
2293,491,1024,778,0,0.79,0.89,8.2,21,18,44,9,93
4773,588,866,1512,1807,0.79,0.83,11.6,20,15,17,16,0
2495,590,896,1009,0,0.66,0.75,5.9,36,35,47,7,43
3376,533,1089,1707,47,0.81,0.84,12.1,7,17,67,4,42
3411,508,1064,1562,277,0.99,0.91,8.3,47,37,6,10,18
410,410,0,0,0,0.78,0.72,14.8,6,17,6,1,251
2549,556,1038,955,0,0.77,0.72,5.0,32,24,146,18,69
4031,538,902,1741,850,1.0,0.97,3.5,13,23,134,18,0
1514,531,938,45,0,0.97,0.96,11.1,14,13,114,1,158
1231,503,728,0,0,0.72,0.83,3.2,16,25,64,16,96
719,454,265,0,0,0.88,0.82,13.1,33,24,60,13,112
3115,539,1196,1380,0,0.96,0.84,10.1,28,31,77,12,27
239,239,0,0,0,0.93,0.78,10.8,40,38,38,15,99
2750,484,981,1285,0,0.67,0.69,7.9,42,37,142,17,41
3563,590,1089,1678,206,0.85,0.88,7.0,36,23,90,13,20
4561,415,1000,1649,1497,0.74,0.85,11.7,13,16,43,12,0
576,571,5,0,0,0.72,0.86,6.3,54,32,112,1,106
823,482,341,0,0,0.68,0.81,5.5,0,10,0,13,340
3301,563,1184,1554,0,0.76,0.69,11.2,10,19,142,14,38
3292,549,1115,1628,0,0.98,0.87,13.0,18,14,111,5,44
2453,470,1062,921,0,0.97,0.82,9.9,13,13,102,5,129
1135,419,716,0,0,0.76,0.84,14.6,42,28,88,14,98
4482,431,897,1971,1183,0.74,0.79,4.1,57,47,16,5,0
377,377,0,0,0,0.94,0.89,9.2,33,20,94,18,202
422,422,0,0,0,0.83,0.74,6.7,4,8,96,18,420
1250,504,746,0,0,0.86,0.92,6.0,58,35,111,19,60
857,450,407,0,0,0.68,0.75,9.4,14,11,70,16,353
3990,550,1132,1674,634,0.87,0.74,9.8,21,22,141,14,0
926,593,333,0,0,0.69,0.75,14.3,6,19,46,2,150
364,364,0,0,0,0.97,0.98,14.6,36,36,105,8,84
3922,475,1141,1960,346,0.82,0.73,14.1,58,35,77,11,2
3654,442,1000,1634,578,0.76,0.86,5.7,4,7,115,1,53
1219,476,743,0,0,0.85,0.75,7.1,23,20,139,19,127
2797,503,940,1354,0,0.96,0.84,12.0,27,17,92,12,64
4071,448,963,1561,1099,0.65,0.73,11.3,55,34,69,17,0
4322,497,801,1808,1216,0.92,0.85,11.4,29,31,75,3,0
4641,402,983,1834,1422,0.74,0.72,10.0,33,35,54,13,0
1814,594,1050,170,0,0.76,0.85,11.8,49,37,41,8,60
1255,404,851,0,0,0.68,0.73,13.3,16,27,22,13,110
1934,409,945,580,0,0.62,0.74,8.0,18,22,21,7,130
3653,419,1129,1895,210,0.61,0.77,5.4,3,5,137,15,72
1920,489,1019,412,0,0.63,0.8,14.0,8,13,13,12,212
1412,557,855,0,0,0.73,0.75,10.0,23,19,60,4,133
4456,567,991,1533,1365,0.72,0.77,6.3,52,38,90,15,0
2211,428,942,841,0,0.91,0.83,11.8,12,20,37,7,97
3957,420,1001,1713,823,0.69,0.7,9.4,28,28,142,14,1
4606,594,957,1645,1410,0.91,0.92,7.4,27,17,55,15,0
2673,592,911,1170,0,0.89,0.92,14.0,4,6,94,4,222
2928,484,1189,1255,0,0.73,0.69,12.7,11,14,124,12,101
4314,596,1061,1714,943,0.95,0.91,13.1,19,12,111,17,0
1294,535,759,0,0,0.74,0.85,10.7,43,30,86,11,90
1952,475,1128,349,0,0.73,0.84,9.7,24,14,131,8,147
3167,400,965,1744,58,0.86,0.77,3.6,53,45,24,13,19
2453,499,1117,837,0,0.9,0.86,6.1,21,13,33,19,108
2596,597,1179,820,0,0.95,0.94,9.1,10,18,41,14,66
1486,558,897,31,0,0.64,0.73,6.8,41,37,32,10,79
3386,468,938,1854,126,0.89,0.88,13.8,37,24,19,2,25
276,276,0,0,0,0.66,0.76,11.6,20,24,103,2,166
2472,533,854,1085,0,0.91,0.77,13.7,35,23,68,11,70
3320,591,801,1756,172,0.61,0.62,7.4,4,14,92,18,72
2270,432,872,966,0,0.75,0.75,9.0,52,44,44,16,43
2747,413,1158,1176,0,0.67,0.82,5.0,40,34,126,8,35
1935,483,1123,329,0,0.65,0.71,9.8,17,22,35,6,115
3887,460,887,1770,770,0.97,0.98,13.3,6,16,45,3,6
3774,530,1084,1949,211,0.65,0.72,9.7,10,24,67,12,8
621,453,168,0,0,0.95,0.79,6.8,20,18,10,6,193
2155,512,979,664,0,0.98,0.83,11.5,31,34,136,14,63
4537,505,870,1576,1586,0.86,0.81,6.8,13,14,2,2,0
3310,507,1038,1765,0,0.97,0.8,11.3,16,12,12,6,56
1355,436,869,50,0,0.94,0.96,5.5,11,14,129,17,170
3854,452,917,1864,621,0.78,0.79,8.4,1,11,99,13,15
4644,467,882,1549,1746,0.75,0.75,15.0,3,7,122,16,0
4460,447,1188,1738,1087,0.83,0.82,5.0,27,25,135,12,0
1818,465,879,474,0,0.66,0.78,11.6,2,13,126,11,159
3502,456,888,1886,272,0.93,0.95,5.4,53,32,68,18,13
3792,428,963,1960,441,0.85,0.92,5.1,24,26,76,11,7
290,290,0,0,0,0.62,0.72,9.5,55,34,31,4,124
837,524,313,0,0,0.98,0.99,14.5,23,19,60,14,132
590,559,31,0,0,0.67,0.76,14.0,50,37,8,3,112
1306,469,837,0,0,1.0,0.98,8.0,5,21,15,14,121
310,310,0,0,0,0.92,0.81,12.6,46,33,99,6,118
638,492,146,0,0,0.99,0.93,7.4,49,31,26,3,91
3695,483,932,1893,387,0.97,0.85,4.9,13,19,19,6,14
4628,478,938,1937,1275,0.69,0.8,10.5,49,42,10,2,0
1550,506,1044,0,0,0.82,0.73,11.9,20,23,73,1,129
2535,403,864,1268,0,0.94,0.82,11.3,51,30,111,15,56
2497,499,1016,982,0,0.75,0.81,3.9,28,33,48,18,40
3278,543,910,1817,8,0.6,0.64,13.1,50,39,78,11,25
3746,435,1065,1612,634,0.69,0.82,14.8,27,19,102,12,16
2608,590,824,1194,0,0.68,0.82,8.6,1,7,67,16,183
3470,507,982,1667,314,0.73,0.67,4.8,41,29,103,7,23
3044,546,865,1633,0,0.6,0.7,10.7,43,35,96,6,32
157,157,0,0,0,0.97,0.87,6.8,59,43,36,1,104
2879,433,1125,1321,0,0.6,0.68,5.2,17,25,79,15,58
1554,537,1017,0,0,0.69,0.78,11.5,31,25,9,11,140
3724,524,1131,1649,420,0.79,0.87,4.8,55,44,53,8,6
1248,412,836,0,0,0.92,0.87,11.2,54,30,33,2,108
4475,560,985,1890,1040,0.94,0.81,9.4,53,32,129,10,0
3142,478,957,1593,114,0.88,0.89,4.8,35,22,121,10,34
4375,449,829,1960,1137,0.64,0.74,5.0,43,35,132,4,0
547,447,100,0,0,0.85,0.92,10.1,8,16,105,8,161
1324,427,897,0,0,0.88,0.74,13.3,13,18,48,9,160
4494,466,1129,1839,1060,0.74,0.79,5.9,16,26,6,7,0
3104,417,1127,1560,0,0.69,0.83,11.4,39,22,104,12,37
864,412,452,0,0,0.99,0.87,10.3,15,14,122,6,228
2535,512,1025,998,0,0.89,0.86,14.4,40,28,50,8,46
3752,456,981,1949,366,0.6,0.64,7.0,49,30,131,9,11
101,101,0,0,0,0.76,0.76,12.7,30,32,81,15,143
3188,445,893,1637,213,0.75,0.8,5.8,22,18,73,15,51
2210,565,955,690,0,0.72,0.82,6.5,42,27,67,18,78
4290,452,913,1562,1363,0.71,0.85,13.3,6,9,20,5,0
2055,435,1188,432,0,0.97,0.98,6.4,39,31,28,3,55
314,314,0,0,0,0.86,0.78,3.3,39,24,141,1,138
1490,464,1026,0,0,0.79,0.75,11.9,6,11,133,6,251
1336,573,763,0,0,0.84,0.74,5.2,22,26,61,6,132
160,160,0,0,0,0.96,0.87,10.9,23,14,76,8,261
3021,477,1179,1365,0,0.7,0.83,7.8,41,35,77,4,28
2451,455,899,1097,0,0.61,0.72,3.8,13,9,19,16,190
2610,529,826,1255,0,0.78,0.85,4.3,15,16,114,8,94
4318,586,856,1997,879,0.83,0.91,14.8,43,41,91,5,0
2552,578,856,1118,0,0.71,0.84,8.9,34,29,13,11,53
1431,455,976,0,0,0.77,0.78,14.7,36,27,95,4,107
859,400,459,0,0,0.96,0.81,11.0,59,40,49,15,85
3850,405,1010,1552,883,0.66,0.63,5.8,7,14,123,9,13
1589,507,1082,0,0,0.74,0.77,6.5,21,16,56,18,161
133,133,0,0,0,0.81,0.73,10.5,6,9,54,17,502
4758,551,1094,1702,1411,0.72,0.72,13.4,23,21,83,11,0
1399,559,838,2,0,0.84,0.75,6.5,55,47,81,3,55
2569,469,1033,1067,0,0.83,0.84,4.5,53,39,115,2,30
225,225,0,0,0,0.68,0.73,8.0,18,22,115,11,200
1270,579,691,0,0,0.61,0.77,10.2,23,17,116,17,192
1281,561,720,0,0,0.76,0.69,12.2,56,33,84,17,101
981,425,556,0,0,0.91,0.94,7.5,56,37,101,13,79
3216,401,1150,1561,104,0.67,0.74,11.5,14,16,27,9,49
2283,478,1015,790,0,0.78,0.86,6.8,2,12,105,3,166
213,213,0,0,0,0.78,0.87,11.3,16,22,145,16,178
3831,406,1197,1510,718,0.86,0.88,8.4,53,36,90,1,4
1274,530,744,0,0,0.69,0.76,14.3,28,24,138,7,119
4480,495,955,1636,1394,0.7,0.72,7.1,16,21,8,2,0
234,234,0,0,0,0.68,0.8,4.9,2,7,2,19,598
3269,428,944,1829,68,0.93,0.8,11.4,30,23,12,16,44
4745,475,1073,1800,1397,0.84,0.86,7.5,21,21,54,16,0
3730,426,1033,1966,305,0.68,0.71,10.8,59,43,5,12,7
2648,597,1164,887,0,0.89,0.81,8.4,39,23,111,17,60
1534,446,978,110,0,0.69,0.74,10.3,54,30,126,11,103
2283,477,1185,621,0,0.66,0.81,5.8,18,15,24,13,105
507,507,0,0,0,0.99,0.91,6.1,19,13,108,18,286
1297,405,892,0,0,0.73,0.67,10.8,26,28,12,8,133
1509,425,935,149,0,0.85,0.9,12.6,38,21,123,14,96
910,462,448,0,0,0.67,0.7,9.7,23,20,133,2,196
2285,519,1055,711,0,0.66,0.82,7.4,7,14,58,17,130
3698,432,849,1503,914,0.78,0.7,7.1,30,31,131,6,10
3497,460,1155,1820,62,0.85,0.73,6.5,23,28,101,13,17
